"ID";"Geslacht";"RegioS";"Perioden";"BevolkingOp1Januari_1";"Bevolkingsdichtheid_2";"LevendGeborenKinderen_3";"LevendGeborenKinderenRelatief_4";"Overledenen_5";"OverledenenRelatief_6";"Geboorteoverschot_7";"TotaalVestiging_8";"TotaalVestigingRelatief_9";"Immigratie_10";"UitAndereGemeente_11";"TotaalVertrekInclusiefCorrecties_12";"TotaalVertrekInclusiefCoRelatief_13";"EmigratieInclusiefAdministratieveC_14";"SaldoAdministratieveCorrecties_15";"NaarAndereGemeente_16";"VestigingsoverschotInclusiefCorrecties_17";"TotaleGroei_18";"TotaleGroeiRelatief_19";"BevolkingOp31December_20"
"216606";"4000   ";"GM0985";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216607";"4000   ";"GM0985";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216608";"4000   ";"GM0985";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216609";"4000   ";"GM0985";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216610";"4000   ";"GM0985";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216667";"4000   ";"GM0986";"2016JJ00";"    6312";"       .";"      45";"       .";"      51";"       .";"      -6";"     286";"       .";"      13";"     273";"     274";"       .";"      18";"      -1";"     256";"      12";"       7";"       .";"    6319"
"216668";"4000   ";"GM0986";"2017JJ00";"    6319";"       .";"      36";"       .";"      61";"       .";"     -25";"     336";"       .";"      19";"     317";"     326";"       .";"      13";"       0";"     313";"      10";"     -15";"       .";"    6304"
"216669";"4000   ";"GM0986";"2018JJ00";"    6304";"       .";"      55";"       .";"      53";"       .";"       2";"     327";"       .";"      29";"     298";"     320";"       .";"      15";"       1";"     305";"       7";"       9";"       .";"    6313"
"216670";"4000   ";"GM0986";"2019JJ00";"    6313";"       .";"      53";"       .";"      62";"       .";"      -9";"     343";"       .";"      24";"     319";"     312";"       .";"      13";"       2";"     299";"      31";"      25";"       .";"    6338"
"216671";"4000   ";"GM0986";"2020JJ00";"    6338";"       .";"      35";"       .";"      68";"       .";"     -33";"     344";"       .";"      32";"     312";"     299";"       .";"      10";"       0";"     289";"      45";"      11";"       .";"    6349"
"216728";"4000   ";"GM0719";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216729";"4000   ";"GM0719";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216730";"4000   ";"GM0719";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216731";"4000   ";"GM0719";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216732";"4000   ";"GM0719";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216789";"4000   ";"GM0185";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216790";"4000   ";"GM0185";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216791";"4000   ";"GM0185";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216792";"4000   ";"GM0185";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216793";"4000   ";"GM0185";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216850";"4000   ";"GM0624";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216851";"4000   ";"GM0624";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216852";"4000   ";"GM0624";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216853";"4000   ";"GM0624";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216854";"4000   ";"GM0624";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216911";"4000   ";"GM0625";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216912";"4000   ";"GM0625";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216913";"4000   ";"GM0625";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216914";"4000   ";"GM0625";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216915";"4000   ";"GM0625";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216972";"4000   ";"GM0626";"2016JJ00";"   13105";"       .";"     104";"       .";"     110";"       .";"      -6";"     790";"       .";"      90";"     700";"     748";"       .";"     120";"     -10";"     628";"      42";"      36";"       .";"   13141"
"216973";"4000   ";"GM0626";"2017JJ00";"   13141";"       .";"     119";"       .";"     114";"       .";"       5";"     773";"       .";"     102";"     671";"     730";"       .";"     115";"     -12";"     615";"      43";"      47";"       .";"   13188"
"216974";"4000   ";"GM0626";"2018JJ00";"   13188";"       .";"     110";"       .";"     136";"       .";"     -26";"     702";"       .";"     126";"     576";"     667";"       .";"      68";"      -2";"     599";"      35";"       9";"       .";"   13197"
"216975";"4000   ";"GM0626";"2019JJ00";"   13197";"       .";"     111";"       .";"     129";"       .";"     -18";"     750";"       .";"     158";"     592";"     661";"       .";"      86";"      -4";"     575";"      89";"      71";"       .";"   13268"
"216976";"4000   ";"GM0626";"2020JJ00";"   13268";"       .";"      99";"       .";"     161";"       .";"     -62";"     725";"       .";"     131";"     594";"     672";"       .";"      88";"      -9";"     584";"      53";"      -8";"       .";"   13260"
"217033";"4000   ";"GM0285";"2016JJ00";"   12003";"       .";"      87";"       .";"     115";"       .";"     -28";"     637";"       .";"      26";"     611";"     509";"       .";"      21";"       2";"     488";"     128";"     100";"       .";"   12103"
"217034";"4000   ";"GM0285";"2017JJ00";"   12103";"       .";"      94";"       .";"     113";"       .";"     -19";"     628";"       .";"      19";"     609";"     551";"       .";"      25";"      -6";"     526";"      77";"      59";"       .";"   12162"
"217035";"4000   ";"GM0285";"2018JJ00";"   12162";"       .";"     101";"       .";"     124";"       .";"     -23";"     617";"       .";"      34";"     583";"     523";"       .";"      17";"      -1";"     506";"      94";"      71";"       .";"   12233"
"217036";"4000   ";"GM0285";"2019JJ00";"   12233";"       .";"      95";"       .";"     130";"       .";"     -35";"     586";"       .";"      26";"     560";"     518";"       .";"      28";"       0";"     490";"      68";"      32";"       .";"   12265"
"217037";"4000   ";"GM0285";"2020JJ00";"   12265";"       .";"     118";"       .";"     106";"       .";"      12";"     637";"       .";"      47";"     590";"     531";"       .";"      17";"      -1";"     514";"     106";"     117";"       .";"   12382"
"217094";"4000   ";"GM0286";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217095";"4000   ";"GM0286";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217096";"4000   ";"GM0286";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217097";"4000   ";"GM0286";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217098";"4000   ";"GM0286";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217155";"4000   ";"GM1213";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217156";"4000   ";"GM1213";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217157";"4000   ";"GM1213";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217158";"4000   ";"GM1213";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217159";"4000   ";"GM1213";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217216";"4000   ";"GM0348";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217217";"4000   ";"GM0348";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217218";"4000   ";"GM0348";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217219";"4000   ";"GM0348";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217220";"4000   ";"GM0348";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217277";"4000   ";"GM0133";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217278";"4000   ";"GM0133";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217279";"4000   ";"GM0133";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217280";"4000   ";"GM0133";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217281";"4000   ";"GM0133";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217338";"4000   ";"GM0186";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217339";"4000   ";"GM0186";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217340";"4000   ";"GM0186";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217341";"4000   ";"GM0186";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217342";"4000   ";"GM0186";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217399";"4000   ";"GM1214";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217400";"4000   ";"GM1214";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217401";"4000   ";"GM1214";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217402";"4000   ";"GM1214";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217403";"4000   ";"GM1214";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217460";"4000   ";"GM0865";"2016JJ00";"   13124";"       .";"     136";"       .";"     169";"       .";"     -33";"     769";"       .";"      45";"     724";"     669";"       .";"      48";"      -1";"     621";"     100";"      64";"       .";"   13188"
"217461";"4000   ";"GM0865";"2017JJ00";"   13188";"       .";"     107";"       .";"     164";"       .";"     -57";"     818";"       .";"      72";"     746";"     681";"       .";"      36";"       0";"     645";"     137";"      79";"       .";"   13267"
"217462";"4000   ";"GM0865";"2018JJ00";"   13267";"       .";"     133";"       .";"     170";"       .";"     -37";"     733";"       .";"      53";"     680";"     733";"       .";"      49";"      -6";"     684";"       0";"     -38";"       .";"   13229"
"217463";"4000   ";"GM0865";"2019JJ00";"   13229";"       .";"     111";"       .";"     150";"       .";"     -39";"     780";"       .";"      69";"     711";"     693";"       .";"      52";"      -2";"     641";"      87";"      48";"       .";"   13277"
"217464";"4000   ";"GM0865";"2020JJ00";"   13277";"       .";"     107";"       .";"     187";"       .";"     -80";"     919";"       .";"      95";"     824";"     677";"       .";"      50";"      -8";"     627";"     242";"     162";"       .";"   13439"
"217521";"4000   ";"GM0287";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217522";"4000   ";"GM0287";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217523";"4000   ";"GM0287";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217524";"4000   ";"GM0287";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217525";"4000   ";"GM0287";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217582";"4000   ";"GM1949";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217583";"4000   ";"GM1949";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217584";"4000   ";"GM1949";"2018JJ00";"   22651";"       .";"     199";"       .";"     242";"       .";"     -43";"    1158";"       .";"     166";"     992";"    1085";"       .";"      65";"      -8";"    1020";"      73";"      29";"       .";"   22680"
"217585";"4000   ";"GM1949";"2019JJ00";"   22680";"       .";"     196";"       .";"     221";"       .";"     -25";"    1092";"       .";"     156";"     936";"    1080";"       .";"      60";"      -4";"    1020";"      12";"     -13";"       .";"   22667"
"217586";"4000   ";"GM1949";"2020JJ00";"   22667";"       .";"     180";"       .";"     224";"       .";"     -44";"    1095";"       .";"     104";"     991";"    1008";"       .";"      60";"     -12";"     948";"      87";"      46";"       .";"   22713"
"217643";"4000   ";"GM0866";"2016JJ00";"    8628";"       .";"      73";"       .";"      86";"       .";"     -13";"     442";"       .";"      55";"     387";"     478";"       .";"      59";"      -3";"     419";"     -36";"     -49";"       .";"    8579"
"217644";"4000   ";"GM0866";"2017JJ00";"    8579";"       .";"      56";"       .";"      69";"       .";"     -13";"     551";"       .";"      58";"     493";"     456";"       .";"      33";"       0";"     423";"      95";"      81";"       .";"    8660"
"217645";"4000   ";"GM0866";"2018JJ00";"    8660";"       .";"      71";"       .";"      85";"       .";"     -14";"     516";"       .";"      58";"     458";"     459";"       .";"      33";"       3";"     426";"      57";"      44";"       .";"    8704"
"217646";"4000   ";"GM0866";"2019JJ00";"    8704";"       .";"      72";"       .";"      95";"       .";"     -23";"     551";"       .";"      66";"     485";"     456";"       .";"      36";"       1";"     420";"      95";"      71";"       .";"    8775"
"217647";"4000   ";"GM0866";"2020JJ00";"    8775";"       .";"      78";"       .";"      89";"       .";"     -11";"     543";"       .";"      70";"     473";"     497";"       .";"      40";"      -2";"     457";"      46";"      37";"       .";"    8812"
"217704";"4000   ";"GM0867";"2016JJ00";"   23582";"       .";"     235";"       .";"     206";"       .";"      29";"    1157";"       .";"     194";"     963";"     973";"       .";"     103";"     -19";"     870";"     184";"     212";"       .";"   23794"
"217705";"4000   ";"GM0867";"2017JJ00";"   23794";"       .";"     240";"       .";"     216";"       .";"      24";"    1254";"       .";"     198";"    1056";"    1132";"       .";"     145";"     -34";"     987";"     122";"     143";"       .";"   23937"
"217706";"4000   ";"GM0867";"2018JJ00";"   23937";"       .";"     251";"       .";"     267";"       .";"     -16";"    1300";"       .";"     244";"    1056";"    1024";"       .";"     106";"     -18";"     918";"     276";"     261";"       .";"   24198"
"217707";"4000   ";"GM0867";"2019JJ00";"   24198";"       .";"     241";"       .";"     220";"       .";"      21";"    1280";"       .";"     233";"    1047";"    1104";"       .";"     115";"     -28";"     989";"     176";"     200";"       .";"   24398"
"217708";"4000   ";"GM0867";"2020JJ00";"   24398";"       .";"     202";"       .";"     244";"       .";"     -42";"    1315";"       .";"     306";"    1009";"    1199";"       .";"     134";"     -20";"    1065";"     116";"      74";"       .";"   24472"
"217765";"4000   ";"GM0721";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217766";"4000   ";"GM0721";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217767";"4000   ";"GM0721";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217768";"4000   ";"GM0721";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217769";"4000   ";"GM0721";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217826";"4000   ";"GM0288";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217827";"4000   ";"GM0288";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217828";"4000   ";"GM0288";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217829";"4000   ";"GM0288";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217830";"4000   ";"GM0288";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217887";"4000   ";"GM1217";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217888";"4000   ";"GM1217";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217889";"4000   ";"GM1217";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217890";"4000   ";"GM1217";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217891";"4000   ";"GM1217";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217948";"4000   ";"GM0627";"2016JJ00";"   13107";"       .";"     138";"       .";"      87";"       .";"      51";"     699";"       .";"      53";"     646";"     512";"       .";"      34";"       0";"     478";"     187";"     237";"       .";"   13344"
"217949";"4000   ";"GM0627";"2017JJ00";"   13344";"       .";"     167";"       .";"      77";"       .";"      90";"    1041";"       .";"      80";"     961";"     598";"       .";"      61";"     -13";"     537";"     443";"     529";"       .";"   13873"
"217950";"4000   ";"GM0627";"2018JJ00";"   13873";"       .";"     170";"       .";"      86";"       .";"      84";"     897";"       .";"      60";"     837";"     598";"       .";"      46";"      -9";"     552";"     299";"     385";"       .";"   14258"
"217951";"4000   ";"GM0627";"2019JJ00";"   14258";"       .";"     178";"       .";"      84";"       .";"      94";"    1022";"       .";"      70";"     952";"     583";"       .";"      41";"     -10";"     542";"     439";"     533";"       .";"   14791"
"217952";"4000   ";"GM0627";"2020JJ00";"   14791";"       .";"     189";"       .";"      88";"       .";"     101";"    1127";"       .";"      74";"    1053";"     658";"       .";"      52";"      -5";"     606";"     469";"     571";"       .";"   15362"
"218009";"4000   ";"GM0289";"2016JJ00";"   19612";"       .";"     166";"       .";"     184";"       .";"     -18";"    2722";"       .";"    1079";"    1643";"    2341";"       .";"     844";"    -169";"    1497";"     381";"     377";"       .";"   19989"
"218010";"4000   ";"GM0289";"2017JJ00";"   19989";"       .";"     127";"       .";"     190";"       .";"     -63";"    2561";"       .";"    1100";"    1461";"    2517";"       .";"     972";"    -237";"    1545";"      44";"     -40";"       .";"   19949"
"218011";"4000   ";"GM0289";"2018JJ00";"   19949";"       .";"     142";"       .";"     225";"       .";"     -83";"    2704";"       .";"    1094";"    1610";"    2460";"       .";"     841";"    -115";"    1619";"     244";"     157";"       .";"   20106"
"218012";"4000   ";"GM0289";"2019JJ00";"   20106";"       .";"     156";"       .";"     221";"       .";"     -65";"    2984";"       .";"    1220";"    1764";"    2468";"       .";"     781";"     -86";"    1687";"     516";"     452";"       .";"   20558"
"218013";"4000   ";"GM0289";"2020JJ00";"   20558";"       .";"     164";"       .";"     241";"       .";"     -77";"    2590";"       .";"     901";"    1689";"    2562";"       .";"     821";"     -81";"    1741";"      28";"     -52";"       .";"   20506"
"218070";"4000   ";"GM0290";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218071";"4000   ";"GM0290";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218072";"4000   ";"GM0290";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218073";"4000   ";"GM0290";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218074";"4000   ";"GM0290";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218131";"4000   ";"GM0187";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218132";"4000   ";"GM0187";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218133";"4000   ";"GM0187";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218134";"4000   ";"GM0187";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218135";"4000   ";"GM0187";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218192";"4000   ";"GM0868";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218193";"4000   ";"GM0868";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218194";"4000   ";"GM0868";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218195";"4000   ";"GM0868";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218196";"4000   ";"GM0868";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218253";"4000   ";"GM0987";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218254";"4000   ";"GM0987";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218255";"4000   ";"GM0987";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218256";"4000   ";"GM0987";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218257";"4000   ";"GM0987";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218314";"4000   ";"GM0455";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218315";"4000   ";"GM0455";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218316";"4000   ";"GM0455";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218317";"4000   ";"GM0455";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218318";"4000   ";"GM0455";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218375";"4000   ";"GM0049";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218376";"4000   ";"GM0049";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218377";"4000   ";"GM0049";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218378";"4000   ";"GM0049";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218379";"4000   ";"GM0049";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218436";"4000   ";"GM0456";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218437";"4000   ";"GM0456";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218438";"4000   ";"GM0456";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218439";"4000   ";"GM0456";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218440";"4000   ";"GM0456";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218497";"4000   ";"GM0628";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218498";"4000   ";"GM0628";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218499";"4000   ";"GM0628";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218500";"4000   ";"GM0628";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218501";"4000   ";"GM0628";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218558";"4000   ";"GM0291";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218559";"4000   ";"GM0291";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218560";"4000   ";"GM0291";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218561";"4000   ";"GM0291";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218562";"4000   ";"GM0291";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218619";"4000   ";"GM0869";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218620";"4000   ";"GM0869";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218621";"4000   ";"GM0869";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218622";"4000   ";"GM0869";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218623";"4000   ";"GM0869";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218680";"4000   ";"GM0629";"2016JJ00";"   13651";"       .";"      78";"       .";"     184";"       .";"    -106";"    1141";"       .";"     370";"     771";"     943";"       .";"     361";"      18";"     582";"     198";"      91";"       .";"   13742"
"218681";"4000   ";"GM0629";"2017JJ00";"   13742";"       .";"     102";"       .";"     197";"       .";"     -95";"    1060";"       .";"     338";"     722";"     952";"       .";"     359";"      14";"     593";"     108";"      11";"       .";"   13753"
"218682";"4000   ";"GM0629";"2018JJ00";"   13753";"       .";"      82";"       .";"     186";"       .";"    -104";"    1022";"       .";"     353";"     669";"     857";"       .";"     354";"       7";"     503";"     165";"      53";"       .";"   13806"
"218683";"4000   ";"GM0629";"2019JJ00";"   13806";"       .";"      88";"       .";"     183";"       .";"     -95";"    1035";"       .";"     317";"     718";"     885";"       .";"     333";"       9";"     552";"     150";"      56";"       .";"   13862"
"218684";"4000   ";"GM0629";"2020JJ00";"   13862";"       .";"      81";"       .";"     184";"       .";"    -103";"    1216";"       .";"     356";"     860";"     971";"       .";"     322";"     -13";"     649";"     245";"     142";"       .";"   14004"
"218741";"4000   ";"GM0630";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218742";"4000   ";"GM0630";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218743";"4000   ";"GM0630";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218744";"4000   ";"GM0630";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
